survived,age,fare,pclass,sibsp,parch,family_size,is_alone,sex_male,sex_female,embarked_C,embarked_Q,embarked_S,title_Master,title_Miss,title_Mr,title_Mrs,title_Other
0,19.0,10.1708,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,18.0,7.7958,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
1,15.0,211.3375,1,0,1,2,0,0,1,False,False,True,False,True,False,False,False
1,31.0,57.0,1,1,0,2,0,1,0,False,False,True,False,False,True,False,False
1,4.0,13.4167,3,0,1,2,0,0,1,True,False,False,False,True,False,False,False
1,25.0,56.4958,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,25.0,7.225,3,0,0,1,1,1,0,True,False,False,False,False,True,False,False
0,60.0,26.55,1,0,0,1,1,1,0,False,False,True,False,False,False,False,True
0,52.0,13.5,2,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,44.0,8.05,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
1,21.5,7.7333,3,0,0,1,1,0,1,False,True,False,False,True,False,False,False
0,49.0,110.8833,1,1,1,3,0,1,0,True,False,False,False,False,True,False,False
0,42.0,7.65,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
1,18.0,227.525,1,1,0,2,0,0,1,True,False,False,False,False,False,True,False
1,35.0,26.2875,1,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,18.0,14.4542,3,0,1,2,0,0,1,True,False,False,False,True,False,False,False
0,25.0,7.7417,3,0,0,1,1,1,0,False,True,False,False,False,True,False,False
0,26.0,7.8542,3,1,0,2,0,1,0,False,False,True,False,False,True,False,False
0,39.0,26.0,2,0,0,1,1,1,0,False,False,True,False,False,True,False,False
1,45.0,13.5,2,0,0,1,1,0,1,False,False,True,False,False,False,True,False
1,42.0,26.2875,1,0,0,1,1,1,0,False,False,True,False,False,True,False,False
1,22.0,151.55,1,0,0,1,1,0,1,False,False,True,False,True,False,False,False
1,25.0,15.2458,3,1,1,3,0,1,0,True,False,False,True,False,False,False,False
1,24.0,49.5042,1,0,0,1,1,0,1,True,False,False,False,False,False,False,True
0,40.0,26.55,1,0,0,1,1,1,0,False,False,True,False,False,True,False,False
1,48.0,52.0,1,1,0,2,0,1,0,False,False,True,False,False,True,False,False
0,29.0,9.4833,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,52.0,13.0,2,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,19.0,7.65,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
1,38.0,227.525,1,0,0,1,1,0,1,True,False,False,False,True,False,False,False
1,27.0,10.5,2,0,0,1,1,0,1,False,False,True,False,True,False,False,False
0,25.0,15.5,3,0,0,1,1,1,0,False,True,False,False,False,True,False,False
0,33.0,7.775,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
1,6.0,33.0,2,0,1,2,0,0,1,False,False,True,False,True,False,False,False
0,17.0,7.0542,3,1,0,2,0,1,0,False,False,True,False,False,True,False,False
0,34.0,13.0,2,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,50.0,13.0,2,0,0,1,1,1,0,False,False,True,False,False,True,False,False
1,27.0,53.1,1,1,0,2,0,1,0,False,False,True,False,False,True,False,False
0,20.0,8.6625,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
1,30.0,21.0,2,3,0,4,0,0,1,False,False,True,False,False,False,True,False
1,21.5,7.7375,3,0,0,1,1,0,1,False,True,False,False,True,False,False,False
0,25.0,26.0,2,1,0,2,0,1,0,False,False,True,False,False,True,False,False
0,25.0,7.925,3,1,0,2,0,0,1,False,False,True,False,True,False,False,False
1,29.0,211.3375,1,0,0,1,1,0,1,False,False,True,False,True,False,False,False
0,11.0,18.7875,3,0,0,1,1,1,0,True,False,False,False,False,True,False,False
0,30.0,0.0,2,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,23.0,13.0,2,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,23.0,13.0,2,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,28.5,16.1,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,48.0,34.375,3,1,3,5,0,0,1,False,False,True,False,False,False,True,False
1,35.0,512.3292,1,0,0,1,1,1,0,True,False,False,False,False,True,False,False
0,25.0,7.8958,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,25.0,7.8958,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
1,40.0,30.0,1,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,36.0,78.85,1,1,0,2,0,1,0,False,False,True,False,False,True,False,False
1,21.0,262.375,1,2,2,5,0,0,1,True,False,False,False,True,False,False,False
0,24.0,16.1,3,1,0,2,0,1,0,False,False,True,False,False,True,False,False
1,31.0,7.925,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,70.0,71.0,1,1,1,3,0,1,0,False,False,True,False,False,False,False,True
0,16.0,20.25,3,1,1,3,0,1,0,False,False,True,False,False,True,False,False
1,30.0,13.0,2,0,0,1,1,0,1,False,False,True,False,True,False,False,False
0,19.0,53.1,1,1,0,2,0,1,0,False,False,True,False,False,True,False,False
0,31.0,7.75,3,0,0,1,1,1,0,False,True,False,False,False,True,False,False
1,4.0,23.0,2,1,1,3,0,0,1,False,False,True,False,True,False,False,False
1,6.0,12.475,3,0,1,2,0,1,0,False,False,True,True,False,False,False,False
0,33.0,9.5,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,23.0,7.8958,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
1,48.0,65.0,2,1,2,4,0,0,1,False,False,True,False,False,False,True,False
1,0.67,14.5,2,1,1,3,0,1,0,False,False,True,True,False,False,False,False
0,28.0,7.7958,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,18.0,11.5,2,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,34.0,8.05,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
1,33.0,86.5,1,0,0,1,1,0,1,False,False,True,False,False,False,False,True
0,25.0,14.5,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,41.0,7.125,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
1,20.0,7.2292,3,0,0,1,1,1,0,True,False,False,False,False,True,False,False
1,36.0,120.0,1,1,2,4,0,0,1,False,False,True,False,False,False,True,False
0,16.0,7.775,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
1,51.0,77.9583,1,1,0,2,0,0,1,False,False,True,False,False,False,True,False
0,40.0,39.6,1,0,0,1,1,1,0,True,False,False,False,False,False,False,True
0,30.5,7.75,3,0,0,1,1,0,1,False,True,False,False,True,False,False,False
0,25.0,24.15,3,1,0,2,0,1,0,False,True,False,False,False,True,False,False
0,32.0,8.3625,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,24.0,9.5,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,48.0,7.8542,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,57.0,10.5,2,0,0,1,1,0,1,False,False,True,False,False,False,True,False
0,25.0,7.225,3,0,0,1,1,1,0,True,False,False,False,False,True,False,False
1,54.0,23.0,2,1,3,5,0,0,1,False,False,True,False,False,False,True,False
0,18.0,7.75,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,25.0,7.75,3,0,0,1,1,1,0,False,True,False,False,False,True,False,False
1,5.0,12.475,3,0,0,1,1,0,1,False,False,True,False,True,False,False,False
0,25.0,7.7375,3,0,0,1,1,1,0,False,True,False,False,False,True,False,False
1,43.0,211.3375,1,0,1,2,0,0,1,False,False,True,False,False,False,True,False
1,13.0,7.2292,3,0,0,1,1,0,1,True,False,False,False,True,False,False,False
1,17.0,57.0,1,1,0,2,0,0,1,False,False,True,False,False,False,True,False
0,29.0,30.0,1,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,25.0,23.45,3,1,2,4,0,1,0,False,False,True,False,False,True,False,False
0,25.0,7.05,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,25.0,7.25,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
1,18.0,7.4958,3,0,0,1,1,0,1,False,False,True,False,True,False,False,False
0,8.0,29.125,3,4,1,6,0,1,0,False,True,False,True,False,False,False,False
1,1.0,20.575,3,1,2,4,0,1,0,False,False,True,True,False,False,False,False
0,46.0,79.2,1,0,0,1,1,1,0,True,False,False,False,False,True,False,False
0,25.0,7.75,3,0,0,1,1,1,0,False,True,False,False,False,True,False,False
0,16.0,26.0,2,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,21.5,69.55,3,8,2,11,0,0,1,False,False,True,False,True,False,False,False
0,40.0,30.6958,1,0,0,1,1,1,0,True,False,False,False,False,True,False,False
0,25.0,7.8958,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,39.0,13.0,2,0,0,1,1,1,0,False,False,True,False,False,True,False,False
1,49.0,25.9292,1,0,0,1,1,0,1,False,False,True,False,False,False,False,True
1,31.0,8.6833,3,0,0,1,1,0,1,False,False,True,False,False,False,True,False
0,30.0,7.2292,3,0,0,1,1,1,0,True,False,False,False,False,True,False,False
0,30.0,24.15,3,1,1,3,0,0,1,False,False,True,False,False,False,True,False
0,34.0,13.0,2,0,0,1,1,1,0,False,False,True,False,False,True,False,False
1,31.0,26.25,2,1,1,3,0,0,1,False,False,True,False,False,False,True,False
1,11.0,120.0,1,1,2,4,0,1,0,False,False,True,True,False,False,False,False
1,0.42,8.5167,3,0,1,2,0,1,0,True,False,False,True,False,False,False,False
1,27.0,6.975,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,31.0,7.775,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,39.0,0.0,1,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,18.0,7.775,3,0,0,1,1,0,1,False,False,True,False,True,False,False,False
0,39.0,13.0,2,0,0,1,1,1,0,False,False,True,False,False,True,False,False
1,33.0,53.1,1,1,0,2,0,0,1,False,False,True,False,False,False,True,False
0,26.0,7.8875,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,39.0,24.15,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,35.0,10.5,2,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,6.0,31.275,3,4,2,7,0,0,1,False,False,True,False,True,False,False,False
0,30.5,8.05,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,40.0,0.0,1,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,23.0,7.925,3,0,0,1,1,0,1,False,False,True,False,True,False,False,False
0,31.0,37.0042,2,1,1,3,0,1,0,True,False,False,False,False,True,False,False
0,43.0,6.45,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,10.0,27.9,3,3,2,6,0,1,0,False,False,True,True,False,False,False,False
1,52.0,93.5,1,1,1,3,0,0,1,False,False,True,False,False,False,True,False
1,27.0,8.6625,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,38.0,0.0,1,0,0,1,1,1,0,False,False,True,False,False,False,False,True
1,27.0,12.475,3,0,1,2,0,0,1,False,False,True,False,False,False,True,False
0,2.0,39.6875,3,4,1,6,0,1,0,False,False,True,True,False,False,False,False
0,25.0,6.95,3,0,0,1,1,1,0,False,True,False,False,False,True,False,False
0,25.0,56.4958,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
1,1.0,37.0042,2,0,2,3,0,1,0,True,False,False,True,False,False,False,False
1,25.0,7.75,3,0,0,1,1,1,0,False,True,False,False,False,True,False,False
1,62.0,80.0,1,0,0,1,1,0,1,False,False,True,False,False,False,True,False
1,15.0,14.4542,3,1,0,2,0,0,1,True,False,False,False,False,False,True,False
1,0.83,18.75,2,1,1,3,0,1,0,False,False,True,True,False,False,False,False
0,25.0,7.2292,3,0,0,1,1,1,0,True,False,False,False,False,True,False,False
0,23.0,7.8542,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,18.0,8.3,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
1,39.0,83.1583,1,1,1,3,0,0,1,True,False,False,False,True,False,False,False
0,21.0,8.6625,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,25.0,8.05,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
1,32.0,56.4958,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
1,40.0,29.7,1,0,0,1,1,1,0,True,False,False,False,False,True,False,False
0,20.0,7.925,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,16.0,10.5,2,0,0,1,1,1,0,False,False,True,False,False,True,False,False
1,30.0,31.0,1,0,0,1,1,0,1,True,False,False,False,True,False,False,False
0,34.5,6.4375,3,0,0,1,1,1,0,True,False,False,False,False,True,False,False
0,17.0,8.6625,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,42.0,7.55,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,25.0,69.55,3,8,2,11,0,1,0,False,False,True,False,False,True,False,False
0,35.0,7.8958,3,0,0,1,1,1,0,True,False,False,False,False,True,False,False
0,28.0,33.0,2,0,1,2,0,1,0,False,False,True,False,False,False,False,True
1,35.0,89.1042,1,1,0,2,0,0,1,True,False,False,False,False,False,True,False
0,4.0,31.275,3,4,2,7,0,1,0,False,False,True,True,False,False,False,False
0,74.0,7.775,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,9.0,15.2458,3,1,1,3,0,0,1,True,False,False,False,True,False,False,False
1,16.0,39.4,1,0,1,2,0,0,1,False,False,True,False,True,False,False,False
0,44.0,26.0,2,1,0,2,0,0,1,False,False,True,False,False,False,True,False
1,18.0,9.35,3,0,1,2,0,0,1,False,False,True,False,False,False,True,False
1,45.0,164.8667,1,1,1,3,0,0,1,False,False,True,False,False,False,True,False
1,51.0,26.55,1,0,0,1,1,1,0,False,False,True,False,False,True,False,False
1,24.0,19.2583,3,0,3,4,0,0,1,True,False,False,False,False,False,True,False
0,25.0,7.2292,3,0,0,1,1,1,0,True,False,False,False,False,True,False,False
0,41.0,14.1083,3,2,0,3,0,1,0,False,False,True,False,False,True,False,False
0,21.0,11.5,2,1,0,2,0,1,0,False,False,True,False,False,True,False,False
1,48.0,25.9292,1,0,0,1,1,0,1,False,False,True,False,False,False,True,False
0,21.5,69.55,3,8,2,11,0,0,1,False,False,True,False,True,False,False,False
0,24.0,13.0,2,0,0,1,1,1,0,False,False,True,False,False,True,False,False
1,42.0,13.0,2,0,0,1,1,0,1,False,False,True,False,False,False,True,False
1,27.0,13.8583,2,1,0,2,0,0,1,True,False,False,False,True,False,False,False
0,31.0,50.4958,1,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,25.0,9.5,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
1,4.0,11.1333,3,1,1,3,0,1,0,False,False,True,True,False,False,False,False
0,26.0,7.8958,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
1,47.0,52.5542,1,1,1,3,0,0,1,False,False,True,False,False,False,True,False
0,33.0,5.0,1,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,47.0,9.0,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
1,28.0,24.0,2,1,0,2,0,0,1,True,False,False,False,False,False,True,False
1,15.0,7.225,3,0,0,1,1,0,1,True,False,False,False,True,False,False,False
0,20.0,9.8458,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,19.0,7.8958,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,25.0,7.8958,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
1,56.0,83.1583,1,0,1,2,0,0,1,True,False,False,False,False,False,True,False
1,25.0,26.0,2,0,1,2,0,0,1,False,False,True,False,False,False,True,False
0,33.0,7.8958,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,22.0,10.5167,3,0,0,1,1,0,1,False,False,True,False,True,False,False,False
0,28.0,10.5,2,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,25.0,7.05,3,0,0,1,1,1,0,False,False,True,False,False,True,False,False
0,39.0,29.125,3,0,5,6,0,0,1,False,True,False,False,False,False,True,False
0,27.0,13.0,2,0,0,1,1,1,0,False,False,True,False,False,False,False,True
1,19.0,30.0,1,0,0,1,1,0,1,False,False,True,False,True,False,False,False
0,21.5,23.45,3,1,2,4,0,0,1,False,False,True,False,True,False,False,False
1,26.0,30.0,1,0,0,1,1,1,0,True,False,False,False,False,True,False,False
0,32.0,7.75,3,0,0,1,1,1,0,False,True,False,False,False,True,False,False
